month,drug_category,net_sales,units_sold,transaction_count,avg_discount_rate,campaign_share,month_date,lag_1_sales,lag_2_sales,lag_1_units,lag_1_transaction_count,lag_1_avg_discount_rate,lag_1_campaign_share,rolling_3_sales,rolling_3_units,month_number,time_index
2024-03,Analgesics,42349.94,467,42,0.1786357142857143,0.2857142857142857,2024-03-01,39828.82,33205.46,438.0,38.0,0.19875,0.13157894736842105,36517.14,396.0,3,3
2024-04,Analgesics,39671.86,443,38,0.19726842105263157,0.21052631578947367,2024-04-01,42349.94,39828.82,467.0,42.0,0.1786357142857143,0.2857142857142857,38461.40666666667,419.6666666666667,4,4
2024-05,Analgesics,53120.94,591,48,0.18989999999999999,0.0625,2024-05-01,39671.86,42349.94,443.0,38.0,0.19726842105263157,0.21052631578947367,40616.87333333334,449.3333333333333,5,5
2024-06,Analgesics,36031.99,396,34,0.18318529411764706,0.20588235294117646,2024-06-01,53120.94,39671.86,591.0,48.0,0.18989999999999999,0.0625,45047.579999999994,500.3333333333333,6,6
2024-07,Analgesics,32197.28,360,33,0.19014242424242425,0.12121212121212122,2024-07-01,36031.99,53120.94,396.0,34.0,0.18318529411764706,0.20588235294117646,42941.59666666667,476.6666666666667,7,7
2024-08,Analgesics,41742.01,448,39,0.1736794871794872,0.07692307692307693,2024-08-01,32197.28,36031.99,360.0,33.0,0.19014242424242425,0.12121212121212122,40450.07,449.0,8,8
2024-09,Analgesics,47362.020000000004,506,45,0.16962444444444444,0.15555555555555556,2024-09-01,41742.01,32197.28,448.0,39.0,0.1736794871794872,0.07692307692307693,36657.09333333333,401.3333333333333,9,9
2024-10,Analgesics,35990.69,414,33,0.21885151515151516,0.21212121212121213,2024-10-01,47362.020000000004,41742.01,506.0,45.0,0.16962444444444444,0.15555555555555556,40433.770000000004,438.0,10,10
2024-11,Analgesics,41403.43,459,39,0.17655897435897436,0.07692307692307693,2024-11-01,35990.69,47362.020000000004,414.0,33.0,0.21885151515151516,0.21212121212121213,41698.24,456.0,11,11
2024-12,Analgesics,40007.51,460,35,0.2152457142857143,0.2,2024-12-01,41403.43,35990.69,459.0,39.0,0.17655897435897436,0.07692307692307693,41585.380000000005,459.6666666666667,12,12
2025-01,Analgesics,53865.81,608,48,0.19889583333333336,0.125,2025-01-01,40007.51,41403.43,460.0,35.0,0.2152457142857143,0.2,39133.87666666667,444.3333333333333,1,13
2025-02,Analgesics,37732.55,414,28,0.16558214285714287,0.07142857142857142,2025-02-01,53865.81,40007.51,608.0,48.0,0.19889583333333336,0.125,45092.25,509.0,2,14
2025-03,Analgesics,67167.13,744,49,0.18247551020408162,0.2653061224489796,2025-03-01,37732.55,53865.81,414.0,28.0,0.16558214285714287,0.07142857142857142,43868.62333333333,494.0,3,15
2025-04,Analgesics,42556.49,479,29,0.2058551724137931,0.1724137931034483,2025-04-01,67167.13,37732.55,744.0,49.0,0.18247551020408162,0.2653061224489796,52921.829999999994,588.6666666666666,4,16
2025-05,Analgesics,53252.4,576,36,0.17802777777777778,0.16666666666666666,2025-05-01,42556.49,67167.13,479.0,29.0,0.2058551724137931,0.1724137931034483,49152.05666666667,545.6666666666666,5,17
2025-06,Analgesics,47197.52,539,32,0.212071875,0.15625,2025-06-01,53252.4,42556.49,576.0,36.0,0.17802777777777778,0.16666666666666666,54325.340000000004,599.6666666666666,6,18
2025-07,Analgesics,42580.67,475,34,0.18220882352941176,0.17647058823529413,2025-07-01,47197.52,53252.4,539.0,32.0,0.212071875,0.15625,47668.80333333334,531.3333333333334,7,19
2025-08,Analgesics,46243.01,491,34,0.16279411764705884,0.14705882352941177,2025-08-01,42580.67,47197.52,475.0,34.0,0.18220882352941176,0.17647058823529413,47676.863333333335,530.0,8,20
2025-09,Analgesics,37030.0,392,29,0.15745862068965516,0.20689655172413793,2025-09-01,46243.01,42580.67,491.0,34.0,0.16279411764705884,0.14705882352941177,45340.4,501.6666666666667,9,21
2025-10,Analgesics,39465.84,423,36,0.1728777777777778,0.19444444444444445,2025-10-01,37030.0,46243.01,392.0,29.0,0.15745862068965516,0.20689655172413793,41951.22666666667,452.6666666666667,10,22
2025-11,Analgesics,32963.08,364,25,0.19484,0.16,2025-11-01,39465.84,37030.0,423.0,36.0,0.1728777777777778,0.19444444444444445,40912.950000000004,435.3333333333333,11,23
2025-12,Analgesics,49430.18,553,38,0.20012368421052631,0.10526315789473684,2025-12-01,32963.08,39465.84,364.0,25.0,0.19484,0.16,36486.306666666664,393.0,12,24
2024-01,Anesthesia,10999.95,346,23,0.17769565217391303,0.13043478260869565,2024-01-01,,,,,,,,,1,1
2024-02,Anesthesia,8486.36,279,17,0.1933,0.11764705882352941,2024-02-01,10999.95,,346.0,23.0,0.17769565217391303,0.13043478260869565,10999.95,346.0,2,2
2024-03,Anesthesia,9169.18,288,18,0.19149444444444444,0.16666666666666666,2024-03-01,8486.36,10999.95,279.0,17.0,0.1933,0.11764705882352941,9743.155,312.5,3,3
2024-04,Anesthesia,9945.59,303,19,0.17372105263157894,0.21052631578947367,2024-04-01,9169.18,8486.36,288.0,18.0,0.19149444444444444,0.16666666666666666,9551.83,304.3333333333333,4,4
2024-05,Anesthesia,5151.0,165,11,0.16997272727272728,0.18181818181818182,2024-05-01,9945.59,9169.18,303.0,19.0,0.17372105263157894,0.21052631578947367,9200.376666666667,290.0,5,5
2024-06,Anesthesia,10280.3,309,24,0.15645,0.08333333333333333,2024-06-01,5151.0,9945.59,165.0,11.0,0.16997272727272728,0.18181818181818182,8088.59,252.0,6,6
2024-07,Anesthesia,8026.68,250,21,0.1808142857142857,0.0,2024-07-01,10280.3,5151.0,309.0,24.0,0.15645,0.08333333333333333,8458.963333333333,259.0,7,7
2024-08,Anesthesia,6336.53,215,19,0.22625263157894737,0.21052631578947367,2024-08-01,8026.68,10280.3,250.0,21.0,0.1808142857142857,0.0,7819.326666666667,241.33333333333334,8,8
2024-09,Anesthesia,4448.29,150,15,0.2216,0.06666666666666667,2024-09-01,6336.53,8026.68,215.0,19.0,0.22625263157894737,0.21052631578947367,8214.503333333332,258.0,9,9
2024-10,Anesthesia,6429.43,213,19,0.21229473684210526,0.2631578947368421,2024-10-01,4448.29,6336.53,150.0,15.0,0.2216,0.06666666666666667,6270.5,205.0,10,10
2024-11,Anesthesia,3258.67,95,8,0.155475,0.125,2024-11-01,6429.43,4448.29,213.0,19.0,0.21229473684210526,0.2631578947368421,5738.083333333333,192.66666666666666,11,11
2024-12,Anesthesia,6189.7,194,17,0.17558823529411763,0.058823529411764705,2024-12-01,3258.67,6429.43,95.0,8.0,0.155475,0.125,4712.13,152.66666666666666,12,12
2025-01,Anesthesia,5863.46,181,15,0.18593333333333334,0.13333333333333333,2025-01-01,6189.7,3258.67,194.0,17.0,0.17558823529411763,0.058823529411764705,5292.599999999999,167.33333333333334,1,13
2025-02,Anesthesia,4923.65,154,13,0.1918923076923077,0.07692307692307693,2025-02-01,5863.46,6189.7,181.0,15.0,0.18593333333333334,0.13333333333333333,5103.943333333334,156.66666666666666,2,14
2025-03,Anesthesia,2056.5,62,4,0.1537,0.25,2025-03-01,4923.65,5863.46,154.0,13.0,0.1918923076923077,0.07692307692307693,5658.936666666666,176.33333333333334,3,15
2025-04,Anesthesia,5041.27,160,14,0.1936357142857143,0.07142857142857142,2025-04-01,2056.5,4923.65,62.0,4.0,0.1537,0.25,4281.203333333333,132.33333333333334,4,16
2025-05,Anesthesia,7445.17,229,24,0.18600416666666666,0.16666666666666666,2025-05-01,5041.27,2056.5,160.0,14.0,0.1936357142857143,0.07142857142857142,4007.14,125.33333333333333,5,17
2025-06,Anesthesia,2923.2599999999998,92,9,0.17202222222222222,0.0,2025-06-01,7445.17,5041.27,229.0,24.0,0.18600416666666666,0.16666666666666666,4847.6466666666665,150.33333333333334,6,18
2025-07,Anesthesia,5161.53,164,15,0.18638666666666664,0.06666666666666667,2025-07-01,2923.2599999999998,7445.17,92.0,9.0,0.17202222222222222,0.0,5136.566666666667,160.33333333333334,7,19
2025-08,Anesthesia,2989.9,93,12,0.17786666666666665,0.0,2025-08-01,5161.53,2923.2599999999998,164.0,15.0,0.18638666666666664,0.06666666666666667,5176.653333333333,161.66666666666666,8,20
2025-09,Anesthesia,4351.67,142,23,0.20729130434782608,0.2608695652173913,2025-09-01,2989.9,5161.53,93.0,12.0,0.17786666666666665,0.0,3691.563333333333,116.33333333333333,9,21
2025-10,Anesthesia,4037.52,131,16,0.21648125000000001,0.375,2025-10-01,4351.67,2989.9,142.0,23.0,0.20729130434782608,0.2608695652173913,4167.7,133.0,10,22
2025-11,Anesthesia,3561.79,112,13,0.19989230769230767,0.15384615384615385,2025-11-01,4037.52,4351.67,131.0,16.0,0.21648125000000001,0.375,3793.03,122.0,11,23
2025-12,Anesthesia,4067.4300000000003,120,14,0.1385785714285714,0.07142857142857142,2025-12-01,3561.79,4037.52,112.0,13.0,0.19989230769230767,0.15384615384615385,3983.66,128.33333333333334,12,24
2024-01,Anti-inflammatory,23175.57,572,15,0.2115,0.26666666666666666,2024-01-01,,,,,,,,,1,1
2024-02,Anti-inflammatory,14092.05,332,8,0.1701625,0.0,2024-02-01,23175.57,,572.0,15.0,0.2115,0.26666666666666666,23175.57,572.0,2,2
2024-03,Anti-inflammatory,18615.13,454,12,0.18879166666666666,0.25,2024-03-01,14092.05,23175.57,332.0,8.0,0.1701625,0.0,18633.809999999998,452.0,3,3
2024-04,Anti-inflammatory,17985.97,432,11,0.18530909090909092,0.2727272727272727,2024-04-01,18615.13,14092.05,454.0,12.0,0.18879166666666666,0.25,18627.583333333332,452.6666666666667,4,4
2024-05,Anti-inflammatory,25750.38,620,15,0.18794000000000002,0.0,2024-05-01,17985.97,18615.13,432.0,11.0,0.18530909090909092,0.2727272727272727,16897.716666666667,406.0,5,5
2024-06,Anti-inflammatory,20881.4,528,16,0.1766,0.25,2024-06-01,25750.38,17985.97,620.0,15.0,0.18794000000000002,0.0,20783.82666666667,502.0,6,6
2024-07,Anti-inflammatory,14372.48,341,10,0.15444,0.0,2024-07-01,20881.4,25750.38,528.0,16.0,0.1766,0.25,21539.25,526.6666666666666,7,7
2024-08,Anti-inflammatory,14243.57,368,14,0.21375000000000002,0.2857142857142857,2024-08-01,14372.48,20881.4,341.0,10.0,0.15444,0.0,20334.753333333334,496.3333333333333,8,8
2024-09,Anti-inflammatory,15227.77,369,11,0.19863636363636364,0.18181818181818182,2024-09-01,14243.57,14372.48,368.0,14.0,0.21375000000000002,0.2857142857142857,16499.15,412.3333333333333,9,9
2024-10,Anti-inflammatory,7950.35,183,7,0.17408571428571432,0.14285714285714285,2024-10-01,15227.77,14243.57,369.0,11.0,0.19863636363636364,0.18181818181818182,14614.606666666667,359.3333333333333,10,10
2024-11,Anti-inflammatory,11029.08,268,10,0.18552,0.0,2024-11-01,7950.35,15227.77,183.0,7.0,0.17408571428571432,0.14285714285714285,12473.896666666667,306.6666666666667,11,11
2024-12,Anti-inflammatory,13031.02,301,10,0.19175999999999999,0.1,2024-12-01,11029.08,7950.35,268.0,10.0,0.18552,0.0,11402.4,273.3333333333333,12,12
2025-01,Anti-inflammatory,13937.54,333,11,0.17770909090909093,0.18181818181818182,2025-01-01,13031.02,11029.08,301.0,10.0,0.19175999999999999,0.1,10670.15,250.66666666666666,1,13
2025-02,Anti-inflammatory,11520.25,265,8,0.15855,0.0,2025-02-01,13937.54,13031.02,333.0,11.0,0.17770909090909093,0.18181818181818182,12665.88,300.6666666666667,2,14
2025-03,Anti-inflammatory,20500.86,522,15,0.21456,0.2,2025-03-01,11520.25,13937.54,265.0,8.0,0.15855,0.0,12829.603333333333,299.6666666666667,3,15
2025-04,Anti-inflammatory,11883.04,311,10,0.22271999999999997,0.2,2025-04-01,20500.86,11520.25,522.0,15.0,0.21456,0.2,15319.550000000001,373.3333333333333,4,16
2025-05,Anti-inflammatory,19782.44,495,14,0.20240714285714284,0.0,2025-05-01,11883.04,20500.86,311.0,10.0,0.22271999999999997,0.2,14634.716666666667,366.0,5,17
2025-06,Anti-inflammatory,17817.08,445,14,0.20012857142857143,0.07142857142857142,2025-06-01,19782.44,11883.04,495.0,14.0,0.20240714285714284,0.0,17388.78,442.6666666666667,6,18
2025-07,Anti-inflammatory,19934.88,491,16,0.18758125,0.0,2025-07-01,17817.08,19782.44,445.0,14.0,0.20012857142857143,0.07142857142857142,16494.186666666665,417.0,7,19
2025-08,Anti-inflammatory,11145.77,269,9,0.1751111111111111,0.0,2025-08-01,19934.88,17817.08,491.0,16.0,0.18758125,0.0,19178.133333333335,477.0,8,20
2025-09,Anti-inflammatory,8153.13,203,8,0.219175,0.0,2025-09-01,11145.77,19934.88,269.0,9.0,0.1751111111111111,0.0,16299.243333333337,401.6666666666667,9,21
2025-10,Anti-inflammatory,11393.66,266,10,0.17523,0.2,2025-10-01,8153.13,11145.77,203.0,8.0,0.219175,0.0,13077.926666666666,321.0,10,22
2025-11,Anti-inflammatory,14082.44,360,15,0.20485333333333333,0.06666666666666667,2025-11-01,11393.66,8153.13,266.0,10.0,0.17523,0.2,10230.853333333334,246.0,11,23
2025-12,Anti-inflammatory,20945.15,511,19,0.19332105263157895,0.21052631578947367,2025-12-01,14082.44,11393.66,360.0,15.0,0.20485333333333333,0.06666666666666667,11209.743333333334,276.3333333333333,12,24
2024-01,Anti-malarial,11465.13,382,10,0.18017,0.2,2024-01-01,,,,,,,,,1,1
2024-02,Anti-malarial,18289.010000000002,636,15,0.20262666666666668,0.06666666666666667,2024-02-01,11465.13,,382.0,10.0,0.18017,0.2,11465.13,382.0,2,2
2024-03,Anti-malarial,8710.15,315,7,0.23120000000000002,0.2857142857142857,2024-03-01,18289.010000000002,11465.13,636.0,15.0,0.20262666666666668,0.06666666666666667,14877.07,509.0,3,3
2024-04,Anti-malarial,10489.07,353,9,0.18732222222222222,0.0,2024-04-01,8710.15,18289.010000000002,315.0,7.0,0.23120000000000002,0.2857142857142857,12821.43,444.3333333333333,4,4
2024-05,Anti-malarial,24209.48,846,20,0.20376,0.3,2024-05-01,10489.07,8710.15,353.0,9.0,0.18732222222222222,0.0,12496.076666666668,434.6666666666667,5,5
2024-06,Anti-malarial,15336.75,532,13,0.21041538461538464,0.07692307692307693,2024-06-01,24209.48,10489.07,846.0,20.0,0.20376,0.3,14469.566666666666,504.6666666666667,6,6
2024-07,Anti-malarial,11248.45,355,10,0.12922,0.0,2024-07-01,15336.75,24209.48,532.0,13.0,0.21041538461538464,0.07692307692307693,16678.43333333333,577.0,7,7
2024-08,Anti-malarial,14008.64,496,12,0.23209166666666667,0.3333333333333333,2024-08-01,11248.45,15336.75,355.0,10.0,0.12922,0.0,16931.559999999998,577.6666666666666,8,8
2024-09,Anti-malarial,12586.99,470,12,0.252125,0.25,2024-09-01,14008.64,11248.45,496.0,12.0,0.23209166666666667,0.3333333333333333,13531.279999999999,461.0,9,9
2024-10,Anti-malarial,8054.150000000001,289,8,0.23643750000000002,0.25,2024-10-01,12586.99,14008.64,470.0,12.0,0.252125,0.25,12614.693333333335,440.3333333333333,10,10
2024-11,Anti-malarial,12370.1,424,11,0.2127,0.18181818181818182,2024-11-01,8054.150000000001,12586.99,289.0,8.0,0.23643750000000002,0.25,11549.926666666666,418.3333333333333,11,11
2024-12,Anti-malarial,19349.11,679,17,0.2014,0.23529411764705882,2024-12-01,12370.1,8054.150000000001,424.0,11.0,0.2127,0.18181818181818182,11003.746666666668,394.3333333333333,12,12
2025-01,Anti-malarial,27727.64,903,23,0.1714608695652174,0.13043478260869565,2025-01-01,19349.11,12370.1,679.0,17.0,0.2014,0.23529411764705882,13257.786666666667,464.0,1,13
2025-02,Anti-malarial,13535.93,475,10,0.23675000000000002,0.2,2025-02-01,27727.64,19349.11,903.0,23.0,0.1714608695652174,0.13043478260869565,19815.61666666667,668.6666666666666,2,14
2025-03,Anti-malarial,12420.26,465,10,0.23650000000000002,0.2,2025-03-01,13535.93,27727.64,475.0,10.0,0.23675000000000002,0.2,20204.226666666666,685.6666666666666,3,15
2025-04,Anti-malarial,17643.75,572,13,0.18927692307692306,0.23076923076923078,2025-04-01,12420.26,13535.93,465.0,10.0,0.23650000000000002,0.2,17894.609999999997,614.3333333333334,4,16
2025-05,Anti-malarial,10984.77,383,9,0.1715888888888889,0.1111111111111111,2025-05-01,17643.75,12420.26,572.0,13.0,0.18927692307692306,0.23076923076923078,14533.313333333334,504.0,5,17
2025-06,Anti-malarial,13253.9,453,11,0.16614545454545454,0.18181818181818182,2025-06-01,10984.77,17643.75,383.0,9.0,0.1715888888888889,0.1111111111111111,13682.926666666666,473.3333333333333,6,18
2025-07,Anti-malarial,14448.0,497,11,0.20198181818181818,0.18181818181818182,2025-07-01,13253.9,10984.77,453.0,11.0,0.16614545454545454,0.18181818181818182,13960.806666666665,469.3333333333333,7,19
2025-08,Anti-malarial,20474.31,708,19,0.19643157894736843,0.05263157894736842,2025-08-01,14448.0,13253.9,497.0,11.0,0.20198181818181818,0.18181818181818182,12895.556666666665,444.3333333333333,8,20
2025-09,Anti-malarial,10897.41,366,11,0.16819090909090909,0.2727272727272727,2025-09-01,20474.31,14448.0,708.0,19.0,0.19643157894736843,0.05263157894736842,16058.736666666664,552.6666666666666,9,21
2025-10,Anti-malarial,10458.04,355,10,0.17779,0.1,2025-10-01,10897.41,20474.31,366.0,11.0,0.16819090909090909,0.2727272727272727,15273.239999999998,523.6666666666666,10,22
2025-11,Anti-malarial,15011.050000000001,519,15,0.1968,0.13333333333333333,2025-11-01,10458.04,10897.41,355.0,10.0,0.17779,0.1,13943.253333333332,476.3333333333333,11,23
2025-12,Anti-malarial,14930.869999999999,501,12,0.17690833333333333,0.16666666666666666,2025-12-01,15011.050000000001,10458.04,519.0,15.0,0.1968,0.13333333333333333,12122.166666666666,413.3333333333333,12,24
2024-01,Anti-tubercular,6541.1,98,4,0.2101,0.5,2024-01-01,,,,,,,,,1,1
2024-02,Anti-tubercular,6200.030000000001,90,4,0.17149999999999999,0.0,2024-02-01,6541.1,,98.0,4.0,0.2101,0.5,6541.1,98.0,2,2
2024-03,Anti-tubercular,2696.8900000000003,44,2,0.2276,0.5,2024-03-01,6200.030000000001,6541.1,90.0,4.0,0.17149999999999999,0.0,6370.5650000000005,94.0,3,3
2024-04,Anti-tubercular,17303.85,266,11,0.17916363636363639,0.09090909090909091,2024-04-01,2696.8900000000003,6200.030000000001,44.0,2.0,0.2276,0.5,5146.006666666667,77.33333333333333,4,4
2024-05,Anti-tubercular,5184.0599999999995,84,3,0.20023333333333335,0.0,2024-05-01,17303.85,2696.8900000000003,266.0,11.0,0.17916363636363639,0.09090909090909091,8733.589999999998,133.33333333333334,5,5
2024-06,Anti-tubercular,5881.71,97,3,0.2632666666666667,0.3333333333333333,2024-06-01,5184.0599999999995,17303.85,84.0,3.0,0.20023333333333335,0.0,8394.933333333332,131.33333333333334,6,6
2024-08,Anti-tubercular,3348.37,54,2,0.30515000000000003,0.5,2024-08-01,5881.71,5184.0599999999995,97.0,3.0,0.2632666666666667,0.3333333333333333,9456.539999999999,149.0,8,8
2024-09,Anti-tubercular,3748.8100000000004,55,2,0.18864999999999998,0.5,2024-09-01,3348.37,5881.71,54.0,2.0,0.30515000000000003,0.5,4804.713333333332,78.33333333333333,9,9
2024-10,Anti-tubercular,5202.849999999999,75,3,0.22816666666666666,0.3333333333333333,2024-10-01,3748.8100000000004,3348.37,55.0,2.0,0.18864999999999998,0.5,4326.296666666665,68.66666666666667,10,10
2024-11,Anti-tubercular,7174.35,110,4,0.23222500000000001,0.25,2024-11-01,5202.849999999999,3748.8100000000004,75.0,3.0,0.22816666666666666,0.3333333333333333,4100.009999999998,61.333333333333336,11,11
2024-12,Anti-tubercular,17573.510000000002,261,8,0.2133625,0.0,2024-12-01,7174.35,5202.849999999999,110.0,4.0,0.23222500000000001,0.25,5375.336666666666,80.0,12,12
2025-01,Anti-tubercular,16187.05,243,9,0.18953333333333333,0.2222222222222222,2025-01-01,17573.510000000002,7174.35,261.0,8.0,0.2133625,0.0,9983.57,148.66666666666666,1,13
2025-02,Anti-tubercular,2051.21,34,1,0.3225,0.0,2025-02-01,16187.05,17573.510000000002,243.0,9.0,0.18953333333333333,0.2222222222222222,13644.970000000001,204.66666666666666,2,14
2025-03,Anti-tubercular,6067.95,92,3,0.15323333333333333,0.0,2025-03-01,2051.21,16187.05,34.0,1.0,0.3225,0.0,11937.256666666668,179.33333333333334,3,15
2025-04,Anti-tubercular,6547.27,105,3,0.24933333333333332,0.3333333333333333,2025-04-01,6067.95,2051.21,92.0,3.0,0.15323333333333333,0.0,8102.069999999999,123.0,4,16
2025-05,Anti-tubercular,20748.760000000002,315,9,0.1829,0.1111111111111111,2025-05-01,6547.27,6067.95,105.0,3.0,0.24933333333333332,0.3333333333333333,4888.809999999999,77.0,5,17
2025-06,Anti-tubercular,16153.539999999999,230,7,0.17204285714285714,0.0,2025-06-01,20748.760000000002,6547.27,315.0,9.0,0.1829,0.1111111111111111,11121.326666666666,170.66666666666666,6,18
2025-07,Anti-tubercular,12028.880000000001,185,6,0.2303666666666667,0.5,2025-07-01,16153.539999999999,20748.760000000002,230.0,7.0,0.17204285714285714,0.0,14483.19,216.66666666666666,7,19
2025-08,Anti-tubercular,13582.86,209,7,0.17984285714285717,0.14285714285714285,2025-08-01,12028.880000000001,16153.539999999999,185.0,6.0,0.2303666666666667,0.5,16310.393333333333,243.33333333333334,8,20
2025-09,Anti-tubercular,8102.1900000000005,114,4,0.154175,0.0,2025-09-01,13582.86,12028.880000000001,209.0,7.0,0.17984285714285717,0.14285714285714285,13921.76,208.0,9,21
2025-10,Anti-tubercular,12175.51,198,6,0.19674999999999998,0.5,2025-10-01,8102.1900000000005,13582.86,114.0,4.0,0.154175,0.0,11237.976666666664,169.33333333333334,10,22
2025-11,Anti-tubercular,5280.22,80,3,0.15196666666666667,0.0,2025-11-01,12175.51,8102.1900000000005,198.0,6.0,0.19674999999999998,0.5,11286.853333333333,173.66666666666666,11,23
2025-12,Anti-tubercular,13016.19,190,5,0.20282,0.2,2025-12-01,5280.22,12175.51,80.0,3.0,0.15196666666666667,0.0,8519.306666666665,130.66666666666666,12,24
2024-01,Antibiotics,56989.15,1440,40,0.18356,0.2,2024-01-01,,,,,,,,,1,1
2024-02,Antibiotics,55131.96,1411,38,0.17539473684210527,0.18421052631578946,2024-02-01,56989.15,,1440.0,40.0,0.18356,0.2,56989.15,1440.0,2,2
2024-03,Antibiotics,63519.14,1546,42,0.1777,0.3333333333333333,2024-03-01,55131.96,56989.15,1411.0,38.0,0.17539473684210527,0.18421052631578946,56060.555,1425.5,3,3
2024-04,Antibiotics,70509.03,1786,54,0.19401481481481483,0.25925925925925924,2024-04-01,63519.14,55131.96,1546.0,42.0,0.1777,0.3333333333333333,58546.75,1465.6666666666667,4,4
